year,month,rank,net_worth, transformed worth ,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,1623,2,"$2,000,000,000 ",Lichtenstein,David,David Lichtenstein,11/21/1961,62,Male,United States,United States,Monsey,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Lipschultz,Marc,Marc Lipschultz,1/25/1969,55,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,1623,2,"$2,000,000,000 ",MacMillan,Sarah,Sarah MacMillan,1/1/1954,70,Female,United States,United States,Los Angeles,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",McCaw,Craig,Craig McCaw,8/11/1949,74,Male,United States,United States,Hunts Point,Telecom,['Telecom'],,,FALSE,Remained Even
2024,4,1623,2,"$2,000,000,000 ",Orenstein,Stephen,Stephen Orenstein & family,12/28/1963,60,Male,United States,Germany,Frankfurt,Diversified,['Diversified'],,,FALSE,
2024,4,1623,2,"$2,000,000,000 ",Pritzker,Linda,Linda Pritzker,9/14/1953,70,Female,United States,United States,Missoula,Service,['Service'],,,FALSE,Remained Even
2024,4,1623,2,"$2,000,000,000 ",Roberts,Brian,Brian Roberts,6/28/1959,64,Male,United States,United States,Philadelphia,Media & Entertainment,['Media & Entertainment'],Comcast,CEO,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Sardana,Raj,Raj Sardana,3/8/1960,64,Male,United States,United States,Atlanta,Technology,['Technology'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Silbermann,Ben,Ben Silbermann,7/14/1982,41,Male,United States,United States,San Francisco,Media & Entertainment,['Media & Entertainment'],Pinterest,Cofounder,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Steyer,Thomas,Thomas Steyer,6/27/1957,66,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Stitzer,Lucy,Lucy Stitzer,1/1/1960,64,Female,United States,United States,Greenwich,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Swieca,Henry,Henry Swieca,5/9/1957,66,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Talpion Fund Management,Founder,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Weber,Charlotte Colket,Charlotte Colket Weber,11/19/1942,81,Female,United States,United States,Hobe Sound,Food & Beverage,['Food & Beverage'],Campbell Soup,Director,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Werner,Tom,Tom Werner,4/12/1950,73,Male,United States,United States,Los Angeles,Sports,['Sports'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Wilks,Dan,Dan Wilks,5/30/1956,67,Male,United States,United States,Cisco,Energy,['Energy'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Wyss,Amy,Amy Wyss,1/1/1971,53,Female,United States,United States,Wilson,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Adderley,Will,Will Adderley,3/4/1972,52,Male,United Kingdom,United Kingdom,Rutland,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Ashcroft,Michael,Michael Ashcroft,1/1/1946,78,Male,United Kingdom,Turks and Caicos Islands,Turks and Caicos Islands,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1623,2,"$2,000,000,000 ",Nixon,Simon,Simon Nixon,8/1/1967,56,Male,United Kingdom,United Kingdom,"St. Brelade, Jersey",Technology,['Technology'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Pinchuk,Victor,Victor Pinchuk,12/14/1960,63,Male,Ukraine,Ukraine,Kiev,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Kucuk,Mustafa,Mustafa Kucuk,6/3/1963,60,Male,Turkey,Turkey,Istanbul,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Wu,Thomas,Thomas Wu,4/11/1950,73,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Grether,Esther,Esther Grether,1/1/1936,88,Female,Switzerland,Switzerland,Basel,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Jonsson,Conni,Conni Jonsson,7/15/1960,63,Male,Sweden,Sweden,Stockholm,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Mindus,David,David Mindus,1/26/1972,52,Male,Sweden,Sweden,Stockholm,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Kim,Jun-ki,Kim Jun-ki,12/4/1944,79,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Koo,Kwang-mo,Koo Kwang-mo,1/23/1978,46,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Zhao,Tao,Zhao Tao,1/1/1966,58,Male,Singapore,China,Xi'an,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Kaspersky,Eugene,Eugene Kaspersky,10/4/1965,58,Male,Russia,Russia,Moscow,Technology,['Technology'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Ponomarenko,Alexander,Alexander Ponomarenko,10/27/1964,59,Male,Russia,Russia,Moscow,Logistics,['Logistics'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Paval,Dragos,Dragos Paval,6/22/1966,57,Male,Romania,Romania,Bacau,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Kulczyk,Dominika,Dominika Kulczyk,7/30/1977,46,Female,Poland,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1623,2,"$2,000,000,000 ",Tan,Andrew,Andrew Tan,2/1/1952,72,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",van der Does,Pieter,Pieter van der Does,5/1/1969,54,Male,Netherlands,Netherlands,Amsterdam,Technology,['Technology'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Grossman Fleishman,Cynthia Helena,Cynthia Helena Grossman Fleishman,8/19/1954,69,Female,Mexico,Mexico,,Food & Beverage,['Food & Beverage'],,,FALSE,
2024,4,1623,2,"$2,000,000,000 ",Cheah,Jeffrey,Jeffrey Cheah,3/30/1945,79,Male,Malaysia,Malaysia,Kuala Lumpur,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Uno,Masateru,Masateru Uno & family,2/6/1947,77,Male,Japan,Japan,Fukuoka,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Veronesi,Sandro,Sandro Veronesi & family,10/18/1959,64,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Zeev,Oren,Oren Zeev,9/23/1964,59,Male,Israel,United States,Los Altos,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Mulchandani,Kabir,Kabir Mulchandani,10/6/1972,51,Male,India,United Arab Emirates,Dubai,Real Estate,['Real Estate'],,,FALSE,
2024,4,1623,2,"$2,000,000,000 ",Reddy,M.Satyanarayana,M.Satyanarayana Reddy,4/18/1957,66,Male,India,India,Hyderabad,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Shibulal,S.D.,S.D. Shibulal,3/1/1955,69,Male,India,India,Bangalore,Technology,['Technology'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Soi,Abhay,Abhay Soi,8/19/1973,50,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Huang,Yi,Huang Yi,1/1/1962,62,Male,Hong Kong,China,Beijing,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Wong,Man Li,Wong Man Li,2/12/1965,59,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Zavoral,Ales,Ales Zavoral,10/24/1976,47,Male,Czech Republic,,,Fashion & Retail,['Fashion & Retail'],,,TRUE,Remained Even
2024,4,1623,2,"$2,000,000,000 ",Cai,Huabo,Cai Huabo,1/1/1976,48,Male,China,China,Jiujiang,Technology,['Technology'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Li,Liufa,Li Liufa & family,6/1/1957,66,Male,China,China,Ruzhou,Diversified,['Diversified'],,,TRUE,Returned to List
2024,4,1623,2,"$2,000,000,000 ",Lin,Xiucheng,Lin Xiucheng & family,10/10/1955,68,Male,China,China,Xiamen,Technology,['Technology'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Wang,Changtian,Wang Changtian,4/26/1965,58,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,1623,2,"$2,000,000,000 ",Wong,Luen Hei,Wong Luen Hei,1/1/1962,62,Male,China,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1623,2,"$2,000,000,000 ",Macedo,Edir,Edir Macedo & family,1/1/1945,79,Male,Brazil,United States,Atlanta,Media & Entertainment,['Media & Entertainment'],,,TRUE,Returned to List
2024,4,1623,2,"$2,000,000,000 ",Marinho,Roberto Irineu,Roberto Irineu Marinho,10/13/1947,76,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,['Media & Entertainment'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Abele,John,John Abele,2/2/1937,87,Male,United States,United States,Shelburne,Healthcare,['Healthcare'],,,TRUE,Returned to List
2024,4,1694,1.9,"$1,900,000,000 ",Alexander,Leslie,Leslie Alexander,6/30/1943,80,Male,United States,United States,Houston,Sports,['Sports'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Andreessen,Marc,Marc Andreessen,7/9/1971,52,Male,United States,United States,Atherton,Finance & Investments,['Finance & Investments'],Andreessen Horowitz,Investor,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Arougheti,Michael,Michael Arougheti,10/10/1972,51,Male,United States,United States,Nyack,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Dunleavy,Keith,Keith Dunleavy & family,6/25/1969,54,Male,United States,United States,Annapolis,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Goff,John,John Goff,8/26/1955,68,Male,United States,United States,Fort Worth,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Isaacman,Jared,Jared Isaacman,2/11/1983,41,Male,United States,United States,Easton,Technology,['Technology'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Lasry,Marc,Marc Lasry,9/23/1960,63,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Avenue Capital Group,Founder,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Leininger,James,James Leininger,3/30/1945,79,Male,United States,United States,San Antonio,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Reyes,Duke,Duke Reyes,3/23/1957,67,Male,United States,United States,Palm Beach,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Taylor,Terry,Terry Taylor,4/1/1951,73,Male,United States,United States,Palm Beach,Automotive,['Automotive'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Valani,Riaz,Riaz Valani,9/1/1976,47,Male,United States,United States,Malibu,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Wagner,Todd,Todd Wagner,8/2/1960,63,Male,United States,United States,Dallas,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Wilks,Farris,Farris Wilks,2/9/1952,72,Male,United States,United States,Cisco,Energy,['Energy'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Williams,Evan,Evan Williams,3/31/1972,52,Male,United States,United States,San Francisco,Technology,['Technology'],Twitter,Cofounder and Director,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Beard,Alex,Alex Beard,8/3/1967,56,Male,United Kingdom,United Kingdom,London,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Coombs,Mark,Mark Coombs,1/1/1961,63,Male,United Kingdom,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Bacaksiz,Sezai,Sezai Bacaksiz,7/27/1949,74,Male,Turkey,Turkey,Ankara,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Dizdar,Sefik Yilmaz,Sefik Yilmaz Dizdar,3/16/1938,86,Male,Turkey,Turkey,Istanbul,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Ozdemir,Nihat,Nihat Ozdemir,4/5/1950,73,Male,Turkey,Turkey,Ankara,Diversified,['Diversified'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Tara,Mehmet Sinan & Family,Mehmet Sinan & Family Tara,5/24/1958,65,Male,Turkey,Turkey,Istanbul,Construction & Engineering,['Construction & Engineering'],,,FALSE,Remained Even
2024,4,1694,1.9,"$1,900,000,000 ",Chen,Samuel,Samuel Chen,1/1/1950,74,Male,Taiwan,,,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Wei,Ing-Chou,Wei Ing-Chou,7/1/1953,70,Male,Taiwan,China,Tianjin,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Wu,Li-gann,Wu Li-gann,1/1/1941,83,Male,Taiwan,Taiwan,Kaohsiung,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Giuliani,Mario Germano,Mario Germano Giuliani,2/26/1972,52,Male,Switzerland,Monaco,Monaco,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Olsson,Stefan,Stefan Olsson,1/1/1949,75,Male,Sweden,United Kingdom,London,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Lim,Peter,Peter Lim,6/1/1953,70,Male,Singapore,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Oei,Hong Leong,Oei Hong Leong,3/21/1948,76,Male,Singapore,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,FALSE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Filev,Vladislav,Vladislav Filev & family,8/31/1963,60,Male,Russia,Russia,Moscow,Service,['Service'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Katsiev,Sergei,Sergei Katsiev,1/11/1958,66,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Yushvaev,Gavril,Gavril Yushvaev & family,7/23/1957,66,Male,Russia,Israel,,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1694,1.9,"$1,900,000,000 ",Coppel Luken,Rubén,Rubén Coppel Luken,4/18/1950,73,Male,Mexico,Mexico,Culiacan,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2024,4,1694,1.9,"$1,900,000,000 ",Hernandez Ramirez,Roberto,Roberto Hernandez Ramirez,3/24/1942,82,Male,Mexico,Mexico,Mexico City,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1694,1.9,"$1,900,000,000 ",Sagami,Shunsaku,Shunsaku Sagami,2/25/1991,33,Male,Japan,Japan,Tokyo,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Moratti,Massimo,Massimo Moratti,5/16/1945,78,Male,Italy,Italy,Milan,Energy,['Energy'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Bino,Zadik,Zadik Bino & family,1/1/1944,80,Male,Israel,Israel,Tel Aviv,Diversified,['Diversified'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Ofer,Liora,Liora Ofer,12/22/1953,70,Female,Israel,Israel,Tel Aviv,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Punjabi,Manoj,Manoj Punjabi,12/7/1972,51,Male,Indonesia,Indonesia,Jakarta,Media & Entertainment,['Media & Entertainment'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Sutantio,Bambang,Bambang Sutantio,12/26/1958,65,Male,Indonesia,Indonesia,Jakarta,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Agarwal,Rajendra,Rajendra Agarwal,2/25/1959,65,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Bawri,Banwari Lal,Banwari Lal Bawri,4/2/1953,71,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Bawri,Girdhari Lal,Girdhari Lal Bawri,8/3/1947,76,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Shetty,Devi,Devi Shetty,1/1/1953,71,Male,India,India,Bangalore,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Chow,Shing Yuk,Chow Shing Yuk,1/1/1978,46,Male,Hong Kong,Hong Kong,Hong Kong,Logistics,['Logistics'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Chu,Lam Yiu,Chu Lam Yiu,12/1/1969,54,Female,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Birkenstock,Alex,Alex Birkenstock,11/18/1968,55,Male,Germany,,,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Leibinger,Peter,Peter Leibinger,1/1/1967,57,Male,Germany,Germany,Schwieberdingen,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Leibinger,Regine,Regine Leibinger,1/1/1963,61,Female,Germany,Germany,Berlin,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Leibinger-Kammueller,Nicola,Nicola Leibinger-Kammueller,12/15/1959,64,Female,Germany,Germany,Berlin,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Herlin,Ilkka,Ilkka Herlin,1/1/1959,65,Male,Finland,Finland,Helsinki,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Chi,Yufeng,Chi Yufeng,1/1/1971,53,Male,China,China,Beijing,Technology,['Technology'],,,FALSE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Dong,Wei,Dong Wei,1/1/1971,53,Male,China,China,Lianyungang,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Hou,Juncheng,Hou Juncheng,12/17/1964,59,Male,China,China,Hangzhou,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Huang,Zhenda,Huang Zhenda & family,9/1/1947,76,Male,China,China,Shantou,Construction & Engineering,['Construction & Engineering'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Li,Li,Li Li,9/1/1965,58,Male,China,China,Changsha,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Qiu,Wensheng,Qiu Wensheng,1/1/1973,51,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,1694,1.9,"$1,900,000,000 ",Wu,Shaoxun,Wu Shaoxun,1/1/1956,68,Male,China,China,Daye,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Xu,Jinfu,Xu Jinfu & family,1/1/1964,60,Male,China,China,Guangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Hennick,Jay,Jay Hennick,1/20/1957,67,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Jackman,Hal,Hal Jackman,6/10/1932,91,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Lytvyn,Max,Max Lytvyn,1/1/1980,44,Male,Canada,United States,San Francisco,Technology,['Technology'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",Miller,Robert G.,Robert G. Miller,7/3/1945,78,Male,Canada,Canada,Montreal,Technology,['Technology'],Future Electronics,Founder,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Péladeau,Pierre Karl,Pierre Karl Péladeau,10/16/1961,62,Male,Canada,Canada,Montreal,Media & Entertainment,['Media & Entertainment'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Shevchenko,Alex,Alex Shevchenko,1/1/1980,44,Male,Canada,United States,San Francisco,Technology,['Technology'],,,TRUE,Decreased
2024,4,1694,1.9,"$1,900,000,000 ",de Mattos Barretto Villela,Ana Lucia,Ana Lucia de Mattos Barretto Villela,10/25/1973,50,Female,Brazil,Brazil,Sao Paulo,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Garfinkel,Jayme,Jayme Garfinkel & family,11/30/1945,78,Male,Brazil,Brazil,Sao Paulo,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Menin Teixeira de Souza,Rubens,Rubens Menin Teixeira de Souza,3/12/1956,68,Male,Brazil,Brazil,Belo Horizonte,Diversified,['Diversified'],,,TRUE,Returned to List
2024,4,1694,1.9,"$1,900,000,000 ",Ometto Silveira Mello,Rubens,Rubens Ometto Silveira Mello,1/1/1950,74,Male,Brazil,Brazil,Sao Paulo,Energy,['Energy'],,,FALSE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Hall,Anthony,Anthony Hall,6/27/1955,68,Male,Australia,Australia,Melbourne,Technology,['Technology'],,,TRUE,Increased
2024,4,1694,1.9,"$1,900,000,000 ",Pratt,Heloise,Heloise Pratt,9/13/1962,61,Female,Australia,Australia,Melbourne,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,1764,1.8,"$1,800,000,000 ",Masiyiwa,Strive,Strive Masiyiwa,1/29/1961,63,Male,Zimbabwe,United Kingdom,London,Telecom,['Telecom'],,,TRUE,Decreased
2024,4,1764,1.8,"$1,800,000,000 ",Allen,Herbert,"Herbert Allen, Jr. & family",3/5/1940,84,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Asness,Clifford,Clifford Asness,10/17/1966,57,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],AQR Capital Management,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Biondi,O. Francis,O. Francis Biondi,7/4/1964,59,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Breyer,Jim,Jim Breyer,7/26/1961,62,Male,United States,United States,Austin,Finance & Investments,['Finance & Investments'],Breyer Capital,Investor,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Foley,William,"William Foley, II.",12/29/1944,79,Male,United States,United States,Las Vegas,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",France,James,James France,10/24/1944,79,Male,United States,United States,Daytona Beach,Sports,['Sports'],,,FALSE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Frost,Phillip,Phillip Frost,11/11/1936,87,Male,United States,United States,Miami Beach,Healthcare,['Healthcare'],,,TRUE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Gabelli,Mario,Mario Gabelli,3/31/1942,82,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Grousbeck,Irving,Irving Grousbeck & family,7/20/1934,89,Male,United States,United States,Portola Valley,Sports,['Sports'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Higgins,Brian,Brian Higgins,2/8/1965,59,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],King Street Capital Management,Investor,TRUE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Houston,Drew,Drew Houston,3/4/1983,41,Male,United States,United States,San Francisco,Technology,['Technology'],Dropbox,CEO,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Jacobson,Mitchell,Mitchell Jacobson,3/6/1951,73,Male,United States,United States,Locust Valley,Service,['Service'],,,FALSE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",MacMillan,Duncan,Duncan MacMillan,12/17/1937,86,Male,United States,United States,Princeton,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",McKelvey,Jim,Jim McKelvey,10/19/1965,58,Male,United States,United States,St. Louis,Technology,['Technology'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Michelson,Gary,Gary Michelson,1/14/1949,75,Male,United States,United States,Los Angeles,Healthcare,['Healthcare'],,,TRUE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Moyes,Jerry,Jerry Moyes & family,1/15/1944,80,Male,United States,United States,Tolleson,Logistics,['Logistics'],,,TRUE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Ocampo,Susan,Susan Ocampo & family,2/1/1958,66,Female,United States,United States,,Technology,['Technology'],,,TRUE,
2024,4,1764,1.8,"$1,800,000,000 ",Perelman,Ronald,Ronald Perelman,1/1/1943,81,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1764,1.8,"$1,800,000,000 ",Tisch,Wilma,Wilma Tisch,6/25/1927,96,Female,United States,United States,New York,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1764,1.8,"$1,800,000,000 ",Zalik,David,David Zalik,2/2/1974,50,Male,United States,United States,Atlanta,Technology,['Technology'],GreenSky,CEO,TRUE,Increased
